Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,Status,Deemed Assets,Deemed Liability,Number of Wells,,,Area Name,Deemed Assets,Deemed Liability,,,,,,,,,
,Abandoned,0,16488050,1672,,,Central,66450304.53,19742592,,,66450304.53,19742592,,,,,
,Abandoned & Re-Enter,138146.71,521222,40,,,East,4807340.4799999995,23176247,,,,,,,,,
,Abandoned & Whip,325380.5,756664,34,,,North ,5246869.99,39096371,,,,,,,,,
,Abandoned Zn,2260764.96,34534340,1503,,,Provost,19907226.549999993,58215071,,,,,,,,,
,CBM,209055.58,68611,56,,,South,7129594.58,25384798,,,,,,,,,
,Commingled,24808.449999999997,926714,158,,,W5/W6,0,1286213,,,,,,,,,
,Disposal,0,1730805,31,,,,103541336.13,166901292,,,,,,,,,
,Drain,119822.27,240558,15,,,,0,0,,,,,,,,,
,Drilled & Cased,737324.09,4730240,276,,,,Deemed Liability,,,,,,,,,,
,Gas,6824635.060000004,11701087,434,,,Status,Central,East,North ,Provost,South,W5/W6,,,,,
,Injector,0,2100035,38,,,Abandoned,469425,1675350,3859575,,,,,,,,
,Oil,34746882.03,2119132,45,,,Abandoned & Re-Enter,93032,148672,47750,,,,,,,,
,Reclaimed,0,111375,157,,,Abandoned & Whip,0,73991,0,,,,,,,,
,Suspended,0,1250447,19,,,Abandoned Zn,3154786,4310304,14862295,,,,,,,,
,Suspended CBM,0,43726,7,,,CBM,68611,0,0,,,,,,,,
,Suspended Disposal,0,734837,12,,,Commingled,0,357183,128114,,,,,,,,
,Suspended Gas,8282843.119999998,44751586,1159,,,Disposal,0,0,229221,,,,,,,,
,Suspended Injector,0,39109,2,,,Drain,0,71076,0,,,,,,,,
,Suspended Oil,49871673.35999995,44052754,696,,,Drilled & Cased,670164,502191,2052955,,,,,,,,
,Suspended Water Src,0,0,2,,,Gas,1172510,626110,132208,,,,,,,,
,,103541336.12999995,166901292,6356,,,Injector,1740576,114864,0,,,,,,,,
,,0,0, ,,,Oil,1420691,172629,0,,,,,,,,
,,,,,,,Reclaimed,0,0,51125,,,,,,,,
,,,,,,,Suspended,907785,0,342662,,,,,,,,
,,,,,,,Suspended CBM,43726,0,0,,,,,,,,
,,,,,,,Suspended Disposal,0,0,355795,,,,,,,,
,,,,,,,Suspended Gas,2525829,14545708,16942601,,,,,,,,
,,,,,,,Suspended Injector,0,0,0,,,,,,,,
,,,,,,,Suspended Oil,7475457,578169,92070,,,,,,,,
,,,,,,,Suspended Water Src,0,0,0,,,,,,,,
,,,,,,,,19742592,23176247,39096371,,,,,,,,
,,,,,,,,0,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,TOTALS,,103541336.12999998,166901292,,166901292,,,,
Type,Area Name,License #,Well UWI/ Facility Surface Location,Status,Formation,Licensee,Company WI%,Unit Name,Offer Op,Offer N-O,Deemed Assets,Deemed Liability,Cascade,Cascade Liability,,,,
Well,Central,0082233,100/16-22-037-25W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0147761,100/14-25-038-22W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0153251,100/15-24-039-27W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0288209,100/06-06-037-21W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0391319,100/13-28-035-22W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0022244,100/07-10-041-25W4/00,Abandoned,-,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,27250,x,27250,,,,
Well,Central,0328041,100/05-07-033-18W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,25250,x,25250,,,,
Well,Central,0021165,100/01-27-037-25W4/00,Abandoned,-,AlphaBow,0.9,-,x,-,0,27250,x,27250,,,,
Well,Central,0157676,100/06-32-035-23W4/00,Abandoned,-,AlphaBow,0.75,-,x,-,0,27250,x,27250,,,,
Well,Central,0089161,100/09-16-038-23W4/00,Abandoned,-,AlphaBow,0.6,-,x,-,0,27250,x,27250,,,,
Well,Central,0060448,100/01-35-041-25W4/00,Abandoned,-,AlphaBow,0.525,-,x,-,0,27250,x,27250,,,,
Well,Central,0174524,100/08-02-042-27W4/02,Abandoned,-,AlphaBow,0.5,-,x,-,0,27250,x,27250,,,,
Well,Central,0101511,100/08-35-042-26W4/00,Abandoned,-,AlphaBow,0.4825,-,x,-,0,27250,x,27250,,,,
Well,Central,0107390,100/14-35-042-26W4/00,Abandoned,-,AlphaBow,0.46549999999999997,-,x,-,0,27250,x,27250,,,,
Well,Central,0117634,100/06-35-042-26W4/00,Abandoned,-,AlphaBow,0.46549999999999997,-,x,-,0,27250,x,27250,,,,
Well,Central,0307569,100/01-05-045-19W4/00,Abandoned,-,AlphaBow,0.25,-,x,-,0,27250,x,27250,,,,
Well,Central,0315946,100/12-11-046-19W4/00,Abandoned,-,AlphaBow,0.25,-,x,-,0,27250,x,27250,,,,
Well,Central,0308467,102/09-36-036-25W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,2725,x,2725,,,,
Well,Central,0087046,100/12-03-041-25W4/00,Abandoned,-,AlphaBow,0.55,-,x,-,0,2725,x,2725,,,,
Well,Central,0176456,100/08-22-041-25W4/00,Abandoned,-,AlphaBow,0.46979185,-,x,-,0,2725,x,2725,,,,
Well,Central,0022281,100/09-07-037-24W4/00,Abandoned,-,Sun Century,0.078673541,DELBURNE GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0021730,100/11-23-037-25W4/02,Abandoned,-,AlphaBow,0.9,-,-,-,0,0,x,0,,,,
Well,Central,0328056,100/13-05-033-18W4/02,Abandoned,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0096612,100/12-24-038-22W4/02,Abandoned,-,Surge,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0106488,100/16-33-036-27W4/00,Abandoned,-,TAQA,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0144066,100/02-36-045-22W4/00,Abandoned,-,West Isle,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0171857,100/01-18-042-24W4/00,Abandoned,-,Sekur,TBD,-,-,x,0,0,x,0,,,,Suspended Gas
Well,Central,0214958,100/02-12-037-23W4/00,Abandoned,-,Trident,TBD,-,-,x,0,0,x,0,,,,Suspended Disposal
Well,Central,0243250,100/01-13-037-23W4/02,Abandoned,-,Sun Century,TBD,-,-,-,0,0,x,0,,,,Suspended CBM
Well,Central,0360199,100/15-29-039-28W4/00,Abandoned,-,InPlay,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0108942,100/14-15-042-27W4/02,Abandoned,-,Questfire,0.0042,-,-,-,0,0,x,0,,,,
Well,Central,0121814,100/06-22-037-27W4/00,Abandoned,-,Canadian O&G,0.004821,-,-,x,0,0,x,0,,,,
Well,Central,0072706,100/10-12-043-25W4/00,Abandoned,-,Spartan Delta,0.005254,-,-,x,0,0,x,0,,,,
Well,Central,0111180,100/06-22-042-27W4/03,Abandoned,-,Questfire,0.0075,-,-,-,0,0,x,0,,,,
Well,Central,0093767,100/16-14-044-26W4/00,Abandoned,-,CNRL,0.0083333,-,-,x,0,0,x,0,,,,
Well,Central,0311358,102/12-20-037-23W4/02,Abandoned,-,New North Resources,0.00844,-,-,-,0,0,x,0,,,,
Well,Central,0114273,100/10-22-042-27W4/03,Abandoned,-,Questfire,0.01,-,-,-,0,0,x,0,,,,
Well,Central,0122883,100/06-16-038-28W4/00,Abandoned,-,Vesta,0.01,-,-,x,0,0,x,0,,,,
Well,Central,0146300,100/15-19-046-21W4/00,Abandoned,-,CNRL,0.01125,-,-,x,0,0,x,0,,,,
Well,Central,0345906,100/15-10-041-25W4/02,Abandoned,-,Lynx,0.0125,-,-,-,0,0,x,0,,,,
Well,Central,0072901,100/06-15-044-25W4/02,Abandoned,-,Ember,0.014499999999999999,-,-,-,0,0,x,0,,,,
Well,Central,0089661,100/10-10-044-23W4/04,Abandoned,-,Questfire,0.015125,-,-,-,0,0,x,0,,,,
Well,Central,0144879,100/06-18-044-25W4/03,Abandoned,-,Gear,0.0179,-,-,-,0,0,x,0,,,,
Well,Central,0129238,100/07-12-044-26W4/02,Abandoned,-,CNRL,0.025,-,-,-,0,0,x,0,,,,
Well,Central,0295254,100/04-10-042-28W4/00,Abandoned,-,Questfire,0.025,-,-,x,0,0,x,0,,,,
Well,Central,0097483,100/08-30-042-25W4/02,Abandoned,-,Ember,0.028999999999999998,-,-,-,0,0,x,0,,,,
Well,Central,0166338,100/10-21-044-26W4/02,Abandoned,-,CNRL,0.028999999999999998,-,-,-,0,0,x,0,,,,
Well,Central,0328248,100/05-29-042-25W4/00,Abandoned,-,Ember,0.028999999999999998,-,-,x,0,0,x,0,,,,
Well,Central,0334680,100/09-30-042-25W4/00,Abandoned,-,Ember,0.028999999999999998,-,-,x,0,0,x,0,,,,
Well,Central,0338386,100/15-30-042-25W4/00,Abandoned,-,Ember,0.028999999999999998,-,-,x,0,0,x,0,,,,
Well,Central,0229257,100/05-14-044-26W4/00,Abandoned,-,CNRL,0.03226,-,-,x,0,0,x,0,,,,
Well,Central,0136745,100/08-18-042-25W4/00,Abandoned,-,Glencoe,0.0353341,-,-,x,0,0,x,0,,,,
Well,Central,0123134,102/16-13-042-26W4/00,Abandoned,-,Questfire,0.036023200000000005,-,-,x,0,0,x,0,,,,
Well,Central,0062726,100/07-19-042-25W4/03,Abandoned,-,Glencoe,0.040625,-,-,-,0,0,x,0,,,,
Well,Central,0256561,102/13-30-043-25W4/00,Abandoned,-,Glencoe,0.045,-,-,x,0,0,x,0,,,,
Well,Central,0167374,100/14-28-042-28W4/02,Abandoned,-,Vermilion,0.05,-,-,x,0,0,x,0,,,,
Well,Central,0245476,100/10-06-042-25W4/00,Abandoned,-,Glencoe,0.05,-,-,x,0,0,x,0,,,,
Well,Central,0313012,100/13-23-042-28W4/00,Abandoned,-,Tourmaline,0.05,-,-,x,0,0,x,0,,,,
Well,Central,0381304,100/16-08-042-25W4/00,Abandoned,-,Glencoe,0.05,-,-,x,0,0,x,0,,,,
Well,Central,0235238,100/16-18-042-25W4/02,Abandoned,-,Glencoe,0.053084,-,-,-,0,0,x,0,,,,
Well,Central,0340489,100/08-25-042-26W4/02,Abandoned,-,Glencoe,0.059255,-,-,-,0,0,x,0,,,,
Well,Central,0145905,100/03-03-038-24W4/00,Abandoned,-,Whitecap,0.0757,-,-,x,0,0,x,0,,,,
Well,Central,0037558,100/04-12-037-24W4/00,Abandoned,-,Sun Century,0.078673541,DELBURNE GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0114262,100/04-06-037-22W4/00,Abandoned,-,Sun Century,0.078673541,DELBURNE GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0141599,100/01-17-037-22W4/02,Abandoned,-,Trident,0.078673541,DELBURNE GAS UNIT,-,-,0,0,x,0,,,,
Well,Central,0084856,100/11-16-042-28W4/04,Abandoned,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0121551,100/14-06-044-26W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0135085,100/16-17-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0163206,100/04-14-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0163221,100/08-17-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0177177,100/08-20-042-28W4/04,Abandoned,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0178730,100/15-04-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0184669,100/10-17-042-28W4/02,Abandoned,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0187591,100/08-04-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0189092,100/02-04-042-28W4/02,Abandoned,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0190552,100/11-04-042-28W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0264797,103/16-06-044-26W4/00,Abandoned,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0329015,100/10-10-044-26W4/02,Abandoned,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0294050,100/03-32-042-24W4/02,Abandoned,-,Glencoe,0.11538999999999999,-,-,-,0,0,x,0,,,,
Well,Central,0107180,100/16-28-043-26W4/03,Abandoned,-,Loyal Energy,0.15,-,-,-,0,0,x,0,,,,
Well,Central,0226035,100/15-32-043-27W4/02,Abandoned,-,Glencoe,0.15,-,-,-,0,0,x,0,,,,
Well,Central,0246860,102/13-34-043-26W4/02,Abandoned,-,Loyal Energy,0.15,-,-,-,0,0,x,0,,,,
Well,Central,0342784,103/01-17-040-28W4/02,Abandoned,-,Scollard,0.248365,-,-,-,0,0,x,0,,,,
Well,Central,0018803,100/14-31-036-27W4/00,Abandoned,-,Canadian O&G,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0057648,100/11-27-046-12W4/00,Abandoned,-,Axiom,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0212921,100/01-04-037-22W4/00,Abandoned,-,Spartan Delta,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0323535,100/16-02-041-24W4/00,Abandoned,-,Glencoe,0.25253203,-,-,x,0,0,x,0,,,,
Well,Central,0331341,100/16-01-044-27W4/06,Abandoned,-,CNRL,0.35,-,-,-,0,0,x,0,,,,
Well,Central,0304958,100/01-31-033-18W4/00,Abandoned,-,Trident,0.369802,-,-,x,0,0,x,0,,,,
Well,Central,0315377,100/13-29-035-23W4/02,Abandoned,-,Trident,0.4,-,-,-,0,0,x,0,,,,
Well,Central,0087177,100/03-31-046-17W4/00,Abandoned,-,Glencoe,0.4126518,-,-,x,0,0,x,0,,,,
Well,Central,0242547,100/06-18-041-24W4/00,Abandoned,-,Glencoe,0.435,-,-,x,0,0,x,0,,,,
Well,Central,0177423,102/06-26-036-25W4/02,Abandoned,-,AlphaBow,0.49700000000000005,-,-,-,0,0,x,0,,,,
Well,Central,0128189,100/06-18-045-27W4/03,Abandoned,-,CNRL,0.5,-,-,-,0,0,x,0,,,,
Well,Central,0354994,100/13-13-044-25W4/02,Abandoned,-,Outpost,0.5,-,-,-,0,0,x,0,,,,
Well,Central,0106669,100/08-06-042-25W4/00,Abandoned,-,Glencoe,0.525,-,-,x,0,0,x,0,,,,
Well,Central,0122417,102/08-28-038-23W4/03,Abandoned,-,AlphaBow,0.90625,-,-,-,0,0,x,0,,,,
Well,Central,0314135,100/06-28-038-23W4/02,Abandoned,-,AlphaBow,0.90625,-,-,-,0,0,x,0,,,,
Well,Central,0038105,100/06-11-038-24W4/02,Abandoned,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0188972,100/14-18-036-25W4/00,Abandoned,-,Harvard,1,-,-,x,0,0,x,0,,,,
Well,Central,0203205,100/01-14-039-23W4/02,Abandoned,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0282131,100/03-21-042-28W4/03,Abandoned,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0117702,100/16-24-039-26W4/00,Abandoned & Re-Enter,-,AlphaBow,1,-,x,-,0,93032,x,93032,,,,
Well,Central,0078653,100/07-22-041-20W4/00,Abandoned & Re-Enter,-,AlphaBow,1,-,x,-,0,0,x,0,,,,
Well,Central,0243250,100/01-13-037-23W4/00,Abandoned & Re-Enter,-,Sun Century,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0171434,100/08-29-043-26W4/02,Abandoned & Re-Enter,-,Glencoe,0.1,-,-,-,0,0,x,0,,,,
Well,Central,0096142,100/16-20-033-20W4/02,Abandoned & Re-Enter,-,Cenovus,0.25,-,-,-,0,0,x,0,,,,
Well,Central,0271927,102/16-12-042-26W4/00,Abandoned & Re-Enter,-,Glencoe,0.475,-,-,x,0,0,x,0,,,,
Well,Central,0116597,100/14-34-042-26W4/00,Abandoned & Re-Enter,-,Enerplus,1,-,-,x,0,0,x,0,,,,
Well,Central,0311423,102/06-20-037-21W4/00,Abandoned & Whip,-,Surge,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0189092,100/01-04-042-28W4/00,Abandoned & Whip,-,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0128189,100/06-18-045-27W4/00,Abandoned & Whip,-,CNRL,0.5,-,-,x,0,0,x,0,,,,
Well,Central,0174524,100/09-02-042-27W4/00,Abandoned & Whip,-,AlphaBow,0.5,-,-,-,0,0,x,0,,,,
Well,Central,0078969,100/09-08-041-25W4/00,Abandoned & Whip,-,AlphaBow,0.55,-,-,-,0,0,x,0,,,,
Well,Central,0153452,100/07-04-036-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,243970,x,243970,,,,
Well,Central,0081633,100/14-18-042-25W4/00,Abandoned Zn,-,AlphaBow,0.95,-,x,-,0,253064,x,253064,,,,
Well,Central,0095608,100/08-24-042-26W4/00,Abandoned Zn,-,AlphaBow,0.95,-,x,-,0,243970,x,243970,,,,
Well,Central,0061194,100/07-21-041-25W4/00,Abandoned Zn,-,AlphaBow,0.5421875,-,x,-,0,216121,x,216121,,,,
Well,Central,0104405,100/11-24-039-27W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,93279,x,93279,,,,
Well,Central,0167046,100/16-34-036-25W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0308491,100/08-20-036-25W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0197158,100/08-18-036-25W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,30063.82,74661,x,74661,,,,
Well,Central,0287355,100/06-03-043-28W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,74661,x,74661,,,,
Well,Central,0233295,100/10-05-044-26W4/00,Abandoned Zn,-,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,0,74661,x,74661,,,,
Well,Central,0234546,100/12-33-043-26W4/00,Abandoned Zn,-,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,0,74661,x,74661,,,,
Well,Central,0126318,100/06-34-040-25W4/00,Abandoned Zn,-,AlphaBow,0.55,-,x,-,0,86514,x,86514,,,,
Well,Central,0280425,100/11-32-041-25W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,46812,x,46812,,,,
Well,Central,0079660,102/12-34-040-25W4/00,Abandoned Zn,-,AlphaBow,0.385,-,x,-,0,120949,x,120949,,,,
Well,Central,0243659,102/11-15-041-25W4/00,Abandoned Zn,-,AlphaBow,0.534375,-,x,-,0,83755,x,83755,,,,
Well,Central,0064728,100/11-12-041-25W4/00,Abandoned Zn,-,AlphaBow,0.525,-,x,-,0,83755,x,83755,,,,
Well,Central,0098131,102/16-24-041-25W4/00,Abandoned Zn,-,AlphaBow,0.5,-,x,-,0,83755,x,83755,,,,
Well,Central,0176215,100/14-34-036-25W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,40550,x,40550,,,,
Well,Central,0311624,100/11-28-038-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,40550,x,40550,,,,
Well,Central,0376078,100/09-33-038-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,40550,x,40550,,,,
Well,Central,0063735,100/06-14-041-25W4/00,Abandoned Zn,-,AlphaBow,0.46895180000000003,-,x,-,0,83755,x,83755,,,,
Well,Central,0057888,100/11-15-041-25W4/00,Abandoned Zn,-,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,40550,x,40550,,,,
Well,Central,0059442,100/10-15-041-25W4/00,Abandoned Zn,-,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,40550,x,40550,,,,
Well,Central,0060574,100/04-15-041-25W4/00,Abandoned Zn,-,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,40550,x,40550,,,,
Well,Central,0060946,100/02-15-041-25W4/00,Abandoned Zn,-,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,40550,x,40550,,,,
Well,Central,0113913,100/08-15-043-26W4/00,Abandoned Zn,-,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 4,x,-,0,40550,x,40550,,,,
Well,Central,0063717,100/11-14-041-25W4/00,Abandoned Zn,-,AlphaBow,0.46895180000000003,-,x,-,0,74661,x,74661,,,,
Well,Central,0038105,100/06-11-038-24W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0122417,102/08-28-038-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0203205,100/01-14-039-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0282131,100/03-21-042-28W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0314135,100/06-28-038-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,27250,x,27250,,,,
Well,Central,0328056,100/13-05-033-18W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,25250,x,25250,,,,
Well,Central,0066418,100/01-28-041-25W4/00,Abandoned Zn,-,AlphaBow,0.525,-,x,-,0,46812,x,46812,,,,
Well,Central,0021730,100/11-23-037-25W4/00,Abandoned Zn,-,AlphaBow,0.9,-,x,-,0,27250,x,27250,,,,
Well,Central,0061395,100/06-23-041-25W4/00,Abandoned Zn,-,AlphaBow,0.3196875,-,x,-,0,74661,x,74661,,,,
Well,Central,0072384,100/06-10-041-25W4/00,Abandoned Zn,-,AlphaBow,0.507,-,x,-,0,46812,x,46812,,,,
Well,Central,0070973,100/10-28-041-25W4/00,Abandoned Zn,-,AlphaBow,0.55,-,x,-,0,40550,x,40550,,,,
Well,Central,0066041,100/15-36-041-25W4/00,Abandoned Zn,-,AlphaBow,0.5125,-,x,-,0,40550,x,40550,,,,
Well,Central,0063219,100/11-22-041-25W4/00,Abandoned Zn,-,AlphaBow,0.46979185,-,x,-,0,40550,x,40550,,,,
Well,Central,0355402,100/06-33-038-23W4/00,Abandoned Zn,-,AlphaBow,1,-,x,-,0,16025,x,16025,,,,
Well,Central,0065732,100/16-11-041-25W4/00,Abandoned Zn,-,AlphaBow,0.29387085,-,x,-,0,46812,x,46812,,,,
Well,Central,0177423,102/06-26-036-25W4/00,Abandoned Zn,-,AlphaBow,0.49700000000000005,-,x,-,0,27250,x,27250,,,,
Well,Central,0065416,100/01-14-041-25W4/00,Abandoned Zn,-,AlphaBow,0.2947855,-,x,-,0,40550,x,40550,,,,
Well,Central,0071621,100/12-36-041-25W4/00,Abandoned Zn,-,AlphaBow,0.1375,-,x,-,0,40550,x,40550,,,,
Well,Central,0025519,100/06-24-041-25W4/00,Abandoned Zn,-,Alexander Oilfield,0.3484375,-,-,x,0,0,x,0,,,,
Well,Central,0282131,100/03-21-042-28W4/02,Abandoned Zn,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0287355,100/06-03-043-28W4/02,Abandoned Zn,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0311624,100/11-28-038-23W4/02,Abandoned Zn,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0316652,100/07-05-033-18W4/00,Abandoned Zn,-,Tallahassee,1,-,-,x,0,0,x,0,,,,
Well,Central,0316652,100/07-05-033-18W4/02,Abandoned Zn,-,Tallahassee,1,-,-,-,0,0,x,0,,,,
Well,Central,0078712,100/06-04-036-22W4/00,Abandoned Zn,-,TAQA,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0094374,100/10-19-043-25W4/00,Abandoned Zn,-,CNRL,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0096612,100/12-24-038-22W4/00,Abandoned Zn,-,Surge,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0256095,100/10-28-037-24W4/00,Abandoned Zn,-,Lynx,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0256095,100/10-28-037-24W4/02,Abandoned Zn,-,Lynx,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0256095,100/10-28-037-24W4/03,Abandoned Zn,-,Lynx,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0360199,100/15-29-039-28W4/02,Abandoned Zn,-,InPlay,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0412008,102/13-27-042-28W4/00,Abandoned Zn,-,CNRL,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0108942,100/14-15-042-27W4/00,Abandoned Zn,-,Questfire,0.0042,-,-,x,0,0,x,0,,,,
Well,Central,0132220,100/11-21-042-25W4/00,Abandoned Zn,-,Glencoe,0.00625,-,-,x,0,0,x,0,,,,
Well,Central,0111180,100/06-22-042-27W4/02,Abandoned Zn,-,Questfire,0.0075,-,-,-,0,0,x,0,,,,
Well,Central,0311358,102/12-20-037-23W4/00,Abandoned Zn,-,New North Resources,0.00844,-,-,x,0,0,x,0,,,,
Well,Central,0111180,100/06-22-042-27W4/00,Abandoned Zn,-,Questfire,0.01,-,-,x,0,0,x,0,,,,
Well,Central,0114273,100/10-22-042-27W4/02,Abandoned Zn,-,Questfire,0.01,-,-,x,0,0,x,0,,,,
Well,Central,0345906,100/15-10-041-25W4/00,Abandoned Zn,-,Lynx,0.0125,-,-,x,0,0,x,0,,,,
Well,Central,0112577,100/10-08-043-25W4/00,Abandoned Zn,-,CNRL,0.0141,-,-,x,0,0,x,0,,,,
Well,Central,0072901,100/06-15-044-25W4/00,Abandoned Zn,-,Ember,0.014499999999999999,-,-,x,0,0,x,0,,,,
Well,Central,0089661,100/10-10-044-23W4/00,Abandoned Zn,-,Questfire,0.015125,-,-,x,0,0,x,0,,,,
Well,Central,0089661,100/10-10-044-23W4/02,Abandoned Zn,-,Questfire,0.015125,-,-,-,0,0,x,0,,,,
Well,Central,0089661,100/10-10-044-23W4/03,Abandoned Zn,-,Questfire,0.015125,-,-,-,0,0,x,0,,,,
Well,Central,0144879,100/06-18-044-25W4/00,Abandoned Zn,-,Gear,0.0179,-,-,x,0,0,x,0,,,,
Well,Central,0144879,100/06-18-044-25W4/02,Abandoned Zn,-,Gear,0.0179,-,-,-,0,0,x,0,,,,
Well,Central,0095524,100/11-06-044-25W4/00,Abandoned Zn,-,CNRL,0.018000000000000002,-,-,x,0,0,x,0,,,,
Well,Central,0095524,100/11-06-044-25W4/02,Abandoned Zn,-,CNRL,0.018000000000000002,-,-,-,0,0,x,0,,,,
Well,Central,0097483,100/08-30-042-25W4/00,Abandoned Zn,-,Ember,0.028999999999999998,-,-,x,0,0,x,0,,,,
Well,Central,0166338,100/10-21-044-26W4/00,Abandoned Zn,-,CNRL,0.028999999999999998,-,-,x,0,0,x,0,,,,
Well,Central,0129238,100/07-12-044-26W4/00,Abandoned Zn,-,CNRL,0.03226,-,-,x,0,0,x,0,,,,
Well,Central,0071460,100/10-32-040-25W4/02,Abandoned Zn,-,AlphaBow,0.03359375,-,-,-,0,0,x,0,,,,
Well,Central,0104416,100/06-23-043-26W4/02,Abandoned Zn,-,Loyal Energy,0.04,-,-,-,0,0,x,0,,,,
