Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,0,29084411.87,,0,,
Type,Area Name,License #,Well UWI/ Facility Surface Location,Status,Formation,Licensee,Company WI%,Unit Name,Offer Op,Offer N-O,Deemed Assets,Deemed Liability,Cascade,Other Offers,,
Facility,-,F7999, 00/03-17-040-12W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8001, 00/07-19-040-12W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8065, 00/11-24-040-13W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8297, 00/12-03-041-01W4,-,-,AlphaBow,-,-,x,-,0,1090000,x,,,
Facility,-,F8365, 00/10-24-041-02W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8368, 00/01-25-041-02W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8452, 00/16-10-041-08W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8572, 00/09-14-041-13W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8615, 00/16-18-041-14W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8669, 00/01-14-041-15W4,-,-,AlphaBow,-,-,x,-,0,1700069.61,x,,,
Facility,-,F8741, 00/14-19-041-24W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8744, 00/11-02-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8746, 00/11-03-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8747, 00/04-04-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8748, 00/08-05-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8750, 02/08-05-041-25W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8751, 00/14-05-041-25W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8752, 00/10-10-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8758, 02/05-22-041-25W4,-,-,AlphaBow,-,-,x,-,0,442500,x,,,
Facility,-,F8759, 03/05-22-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F8761, 00/11-22-041-25W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8763, 00/15-22-041-25W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F8764, 00/16-23-041-25W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F9023, 00/06-18-042-25W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F9026, 00/14-13-042-26W4,-,-,AlphaBow,-,-,x,-,0,643570,x,,,
Facility,-,F9027, 00/08-24-042-26W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F9028, 00/06-25-042-26W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F9029, 00/14-26-042-26W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F9030, 00/16-34-042-26W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F9249, 00/14-18-043-22W4,-,-,AlphaBow,-,-,x,-,0,221250,x,,,
Facility,-,F9287, 00/16-02-043-26W4,-,-,AlphaBow,-,-,x,-,0,88500,x,,,
Facility,-,F9290, 00/16-32-043-26W4,-,-,AlphaBow,-,-,x,-,0,0,x,,,
Facility,-,F14191,-,,,-,-,,-,-,0,0,x,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5952409,,,,
Facility,-,F12830, 00/07-04-055-18W5,-,-,AlphaBow,-,-,x,-,0,92500,,x,,
Facility,-,F12832, 02/12-09-055-18W5,-,-,AlphaBow,-,-,x,-,0,462500,,x,,
Facility,-,F13118, 00/07-10-056-19W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F13120, 00/03-21-056-19W5,-,-,AlphaBow,-,-,x,-,0,92500,,x,,
Facility,-,F13122, 00/02-29-056-19W5,-,-,AlphaBow,-,-,x,-,0,92500,,x,,
Facility,-,F13124, 00/06-13-056-20W5,-,-,AlphaBow,-,-,x,-,0,146250,,x,,
Facility,-,F14189, 00/10-05-064-19W5,-,-,AlphaBow,-,-,x,-,0,170000,,x,,
Facility,-,F21547, 00/10-07-064-18W5,-,-,AlphaBow,-,-,x,-,0,255000,,x,,
Facility,-,F22787, 00/10-17-064-19W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F22949, 00/07-15-055-18W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F22966, 00/04-12-064-19W5,-,-,AlphaBow,-,-,x,-,0,170000,,x,,
Facility,-,F25267, 00/01-11-057-20W5,-,-,AlphaBow,-,-,x,-,0,146250,,x,,
Facility,-,F25268, 00/04-30-055-18W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F25956, 00/06-18-059-14W5,-,-,AlphaBow,-,-,x,-,0,146250,,x,,
Facility,-,F26329, 00/16-01-029-17W4,-,-,AlphaBow,-,-,x,-,0,126250,,x,,
Facility,-,F27375, 00/06-20-057-18W5,-,-,AlphaBow,-,-,x,-,0,231250,,x,,
Facility,-,F27920, 00/06-19-059-14W5,-,-,AlphaBow,-,-,x,-,0,231250,,x,,
Facility,-,F29356, 00/03-22-059-18W5,-,-,AlphaBow,-,-,x,-,0,146250,,x,,
Facility,-,F31966, 00/07-16-064-20W5,-,-,AlphaBow,-,-,x,-,0,255000,,x,,
Facility,-,F34338, 00/10-09-060-21W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F34687, 00/16-07-029-18W4,-,-,AlphaBow,-,-,x,-,0,84500,,x,,
Facility,-,F34688, 00/01-07-029-18W4,-,-,AlphaBow,-,-,x,-,0,84500,,x,,
Facility,-,F34914, 00/07-08-060-21W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F34946, 00/14-04-060-21W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F35232, 00/12-07-029-18W4,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F37186, 00/01-13-061-21W5,-,-,AlphaBow,-,-,x,-,0,462500,,x,,
Facility,-,F37517, 00/11-08-029-17W4,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F37632, 02/15-33-040-01W4,-,-,AlphaBow,-,-,x,-,0,88500,,x,,
Facility,-,F3891, 00/13-36-029-16W4,-,-,AlphaBow,-,-,x,-,0,211250,,x,,
Facility,-,F3892, 00/08-07-029-18W4,-,-,AlphaBow,-,-,x,-,0,641045,,x,,
Facility,-,F3893, 02/08-07-029-18W4,-,-,AlphaBow,-,-,x,-,0,211250,,x,,
Facility,-,F40605, 00/03-22-057-20W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F41481, 00/01-33-057-20W5,-,-,AlphaBow,-,-,x,-,0,0,,x,,
Facility,-,F6609, 02/09-21-038-23W4,-,-,AlphaBow,-,-,x,-,0,343114,,x,,
Facility,-,F7489, 00/13-27-040-01W4,-,-,AlphaBow,-,-,x,-,0,88500,,x,,
Facility,-,F7510, 00/12-28-040-01W4,-,-,AlphaBow,-,-,x,-,0,885000,,x,,
Facility,-,F7530, 00/06-33-040-01W4,-,-,AlphaBow,-,-,x,-,0,88500,,x,,
